ctime,datid,datname,confl_tablespace,confl_lock,confl_snapshot,confl_bufferpin,confl_deadlock
1719464264.601885,5,postgres,0,0,0,0,0
1719464264.601885,4263817,dbt7,0,0,0,0,0
1719464264.601885,1,template1,0,0,0,0,0
1719464264.601885,4,template0,0,0,0,0,0
1719464264.601885,4212858,dbt5,0,0,0,0,0
1719464324.609654,5,postgres,0,0,0,0,0
1719464324.609654,4263817,dbt7,0,0,0,0,0
1719464324.609654,1,template1,0,0,0,0,0
1719464324.609654,4,template0,0,0,0,0,0
1719464324.609654,4212858,dbt5,0,0,0,0,0
1719464384.618280,5,postgres,0,0,0,0,0
1719464384.618280,4263817,dbt7,0,0,0,0,0
1719464384.618280,1,template1,0,0,0,0,0
1719464384.618280,4,template0,0,0,0,0,0
1719464384.618280,4212858,dbt5,0,0,0,0,0
1719464444.633577,5,postgres,0,0,0,0,0
1719464444.633577,4263817,dbt7,0,0,0,0,0
1719464444.633577,1,template1,0,0,0,0,0
1719464444.633577,4,template0,0,0,0,0,0
1719464444.633577,4212858,dbt5,0,0,0,0,0
1719464504.644473,5,postgres,0,0,0,0,0
1719464504.644473,4263817,dbt7,0,0,0,0,0
1719464504.644473,1,template1,0,0,0,0,0
1719464504.644473,4,template0,0,0,0,0,0
1719464504.644473,4212858,dbt5,0,0,0,0,0
1719464564.652700,5,postgres,0,0,0,0,0
1719464564.652700,4263817,dbt7,0,0,0,0,0
1719464564.652700,1,template1,0,0,0,0,0
1719464564.652700,4,template0,0,0,0,0,0
1719464564.652700,4212858,dbt5,0,0,0,0,0
1719464624.665883,5,postgres,0,0,0,0,0
1719464624.665883,4263817,dbt7,0,0,0,0,0
1719464624.665883,1,template1,0,0,0,0,0
1719464624.665883,4,template0,0,0,0,0,0
1719464624.665883,4212858,dbt5,0,0,0,0,0
1719464684.672397,5,postgres,0,0,0,0,0
1719464684.672397,4263817,dbt7,0,0,0,0,0
1719464684.672397,1,template1,0,0,0,0,0
1719464684.672397,4,template0,0,0,0,0,0
1719464684.672397,4212858,dbt5,0,0,0,0,0
1719464744.684123,5,postgres,0,0,0,0,0
1719464744.684123,4263817,dbt7,0,0,0,0,0
1719464744.684123,1,template1,0,0,0,0,0
1719464744.684123,4,template0,0,0,0,0,0
1719464744.684123,4212858,dbt5,0,0,0,0,0
1719464804.698180,5,postgres,0,0,0,0,0
1719464804.698180,4263817,dbt7,0,0,0,0,0
1719464804.698180,1,template1,0,0,0,0,0
1719464804.698180,4,template0,0,0,0,0,0
1719464804.698180,4212858,dbt5,0,0,0,0,0
