ctime,datid,datname,pid,leader_pid,usesysid,usename,application_name,client_addr,client_hostname,client_port,backend_start,xact_start,query_start,state_change,wait_event_type,wait_event,state,backend_xid,backend_xmin,query_id,query,backend_type
1683036997.777874,22501,dbt2,4062,,10,postgres,psql,::1,,60216,2023-05-02 07:16:37.634846-07,2023-05-02 07:16:37.777874-07,2023-05-02 07:16:37.777874-07,2023-05-02 07:16:37.777876-07,,,active,,34197577,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",client backend
1683036997.777874,22501,dbt2,4066,,10,postgres,psql,::1,,60258,2023-05-02 07:16:37.656296-07,,2023-05-02 07:16:37.763304-07,2023-05-02 07:16:37.776847-07,,,idle,,,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_all_indexes a, pg_statio_all_indexes b
WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);",client backend
1683036997.777874,,,2593,,,,"",,,,2023-05-02 07:00:48.612162-07,,,,Activity,BgWriterMain,,,,,"",background writer
1683036997.777874,,,2592,,,,"",,,,2023-05-02 07:00:48.611152-07,,,,Timeout,CheckpointWriteDelay,,,,,"",checkpointer
1683036997.777874,,,2594,,,,"",,,,2023-05-02 07:00:48.613192-07,,,,LWLock,WALWrite,,,,,"",walwriter
1683037057.734266,,,2595,,,,"",,,,2023-05-02 07:00:48.61415-07,,,,Activity,AutoVacuumMain,,,,,"",autovacuum launcher
1683037057.734266,,,2597,,10,postgres,"",,,,2023-05-02 07:00:48.616454-07,,,,Activity,LogicalLauncherMain,,,,,"",logical replication launcher
1683037057.734266,22501,dbt2,3913,,10,postgres,dbt2-client,::1,,54592,2023-05-02 07:06:37.882225-07,2023-05-02 07:17:37.735511-07,2023-05-02 07:17:37.736266-07,2023-05-02 07:17:37.736267-07,IO,WALSync,active,34221859,,,COMMIT,client backend
1683037057.734266,22501,dbt2,3914,,10,postgres,dbt2-client,::1,,54598,2023-05-02 07:06:37.886556-07,,2023-05-02 07:17:37.724898-07,2023-05-02 07:17:37.734421-07,Client,ClientRead,idle,,,,COMMIT,client backend
1683037057.734266,22501,dbt2,3917,,10,postgres,dbt2-client,::1,,54618,2023-05-02 07:06:37.887757-07,2023-05-02 07:17:37.727139-07,2023-05-02 07:17:37.727274-07,2023-05-02 07:17:37.734476-07,Client,ClientRead,idle in transaction,34221858,34221854,,"SELECT * FROM delivery($1, $2)",client backend
1683037057.734266,22501,dbt2,3916,,10,postgres,dbt2-client,::1,,54612,2023-05-02 07:06:37.885513-07,2023-05-02 07:17:37.723185-07,2023-05-02 07:17:37.726552-07,2023-05-02 07:17:37.726553-07,LWLock,WALWrite,active,34221857,,,COMMIT,client backend
1683037057.734266,22501,dbt2,4079,,10,postgres,psql,::1,,54200,2023-05-02 07:17:37.646502-07,2023-05-02 07:17:37.710877-07,2023-05-02 07:17:37.710877-07,2023-05-02 07:17:37.710878-07,,,active,,34221846,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_all_indexes a, pg_statio_all_indexes b
WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);",client backend
1683037057.734266,22501,dbt2,4080,,10,postgres,psql,::1,,54218,2023-05-02 07:17:37.647071-07,2023-05-02 07:17:37.734266-07,2023-05-02 07:17:37.734266-07,2023-05-02 07:17:37.734267-07,,,active,,34221854,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",client backend
1683037057.734266,22501,dbt2,4081,,10,postgres,psql,::1,,54222,2023-05-02 07:17:37.657652-07,2023-05-02 07:17:37.736516-07,2023-05-02 07:17:37.736516-07,2023-05-02 07:17:37.736517-07,,,active,,34221857,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_statio_all_tables a, pg_stat_all_tables b
WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);",client backend
1683037057.734266,,,2593,,,,"",,,,2023-05-02 07:00:48.612162-07,,,,Activity,BgWriterMain,,,,,"",background writer
1683037057.734266,,,2592,,,,"",,,,2023-05-02 07:00:48.611152-07,,,,Timeout,CheckpointWriteDelay,,,,,"",checkpointer
1683037057.734266,,,2594,,,,"",,,,2023-05-02 07:00:48.613192-07,,,,Activity,WalWriterMain,,,,,"",walwriter
1683037117.701425,,,2595,,,,"",,,,2023-05-02 07:00:48.61415-07,,,,Activity,AutoVacuumMain,,,,,"",autovacuum launcher
1683037117.701425,,,2597,,10,postgres,"",,,,2023-05-02 07:00:48.616454-07,,,,Activity,LogicalLauncherMain,,,,,"",logical replication launcher
1683037117.701425,22501,dbt2,3913,,10,postgres,dbt2-client,::1,,54592,2023-05-02 07:06:37.882225-07,2023-05-02 07:18:37.70159-07,2023-05-02 07:18:37.702119-07,2023-05-02 07:18:37.70212-07,LWLock,WALWrite,active,34245214,,,COMMIT,client backend
1683037117.701425,22501,dbt2,3914,,10,postgres,dbt2-client,::1,,54598,2023-05-02 07:06:37.886556-07,2023-05-02 07:18:37.699966-07,2023-05-02 07:18:37.700269-07,2023-05-02 07:18:37.700269-07,,,active,34245213,34245211,,"SELECT * FROM new_order($1, $2, $3, $4, $5, ($6, $7, $8), ($9, $10, $11), ($12, $13, $14), ($15, $16, $17), ($18, $19, $20), ($21, $22, $23), ($24, $25, $26), ($27, $28, $29), ($30, $31, $32), ($33, $34, $35), ($36, $37, $38), ($39, $40, $41), ($42, $43, $44), ($45, $46, $47), ($48, $49, $50))",client backend
1683037117.701425,22501,dbt2,3917,,10,postgres,dbt2-client,::1,,54618,2023-05-02 07:06:37.887757-07,,2023-05-02 07:18:37.68917-07,2023-05-02 07:18:37.699784-07,Client,ClientRead,idle,,,,COMMIT,client backend
1683037117.701425,22501,dbt2,3916,,10,postgres,dbt2-client,::1,,54612,2023-05-02 07:06:37.885513-07,2023-05-02 07:18:37.697256-07,2023-05-02 07:18:37.701282-07,2023-05-02 07:18:37.701283-07,IO,WALSync,active,34245212,,,COMMIT,client backend
1683037117.701425,22501,dbt2,4092,,10,postgres,psql,::1,,49966,2023-05-02 07:18:37.647536-07,2023-05-02 07:18:37.701425-07,2023-05-02 07:18:37.701425-07,2023-05-02 07:18:37.701425-07,,,active,,34245212,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",client backend
1683037117.701425,,,2593,,,,"",,,,2023-05-02 07:00:48.612162-07,,,,IO,DataFileFlush,,,,,"",background writer
1683037117.701425,,,2592,,,,"",,,,2023-05-02 07:00:48.611152-07,,,,Timeout,CheckpointWriteDelay,,,,,"",checkpointer
1683037117.701425,,,2594,,,,"",,,,2023-05-02 07:00:48.613192-07,,,,Activity,WalWriterMain,,,,,"",walwriter
1683037177.669452,,,2595,,,,"",,,,2023-05-02 07:00:48.61415-07,,,,Activity,AutoVacuumMain,,,,,"",autovacuum launcher
1683037177.669452,,,2597,,10,postgres,"",,,,2023-05-02 07:00:48.616454-07,,,,Activity,LogicalLauncherMain,,,,,"",logical replication launcher
1683037177.669452,22501,dbt2,3913,,10,postgres,dbt2-client,::1,,54592,2023-05-02 07:06:37.882225-07,2023-05-02 07:19:37.677357-07,2023-05-02 07:19:37.678484-07,2023-05-02 07:19:37.678484-07,LWLock,WALWrite,active,34268477,,,COMMIT,client backend
1683037177.669452,22501,dbt2,3914,,10,postgres,dbt2-client,::1,,54598,2023-05-02 07:06:37.886556-07,2023-05-02 07:19:37.674057-07,2023-05-02 07:19:37.6747-07,2023-05-02 07:19:37.674701-07,IO,WALSync,active,34268476,,,COMMIT,client backend
1683037177.669452,22501,dbt2,3917,,10,postgres,dbt2-client,::1,,54618,2023-05-02 07:06:37.887757-07,2023-05-02 07:19:37.673218-07,2023-05-02 07:19:37.673485-07,2023-05-02 07:19:37.678819-07,LWLock,WALWrite,idle in transaction,34268474,34268470,,"SELECT * FROM new_order($1, $2, $3, $4, $5, ($6, $7, $8), ($9, $10, $11), ($12, $13, $14), ($15, $16, $17), ($18, $19, $20), ($21, $22, $23), ($24, $25, $26), ($27, $28, $29), ($30, $31, $32), ($33, $34, $35), ($36, $37, $38), ($39, $40, $41), ($42, $43, $44), ($45, $46, $47), ($48, $49, $50))",client backend
1683037177.669452,22501,dbt2,3916,,10,postgres,dbt2-client,::1,,54612,2023-05-02 07:06:37.885513-07,2023-05-02 07:19:37.673991-07,2023-05-02 07:19:37.674173-07,2023-05-02 07:19:37.674173-07,LWLock,WALWrite,active,34268475,34268473,,"SELECT * FROM delivery($1, $2)",client backend
1683037177.669452,22501,dbt2,4104,,10,postgres,psql,::1,,48232,2023-05-02 07:19:37.655185-07,2023-05-02 07:19:37.669452-07,2023-05-02 07:19:37.669452-07,2023-05-02 07:19:37.669453-07,,,active,,34268470,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",client backend
1683037177.669452,22501,dbt2,4103,,10,postgres,psql,::1,,48226,2023-05-02 07:19:37.6602-07,2023-05-02 07:19:37.673543-07,2023-05-02 07:19:37.673543-07,2023-05-02 07:19:37.673545-07,,,active,,34268470,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime,
datname, nspname, relname, pg_locks.*
FROM pg_locks, pg_class, pg_namespace, pg_database
WHERE relfilenode = relation
  AND relnamespace = pg_namespace.oid
  AND database = pg_database.oid
  AND current_database() = datname
ORDER BY relname) TO STDOUT (FORMAT CSV);",client backend
1683037177.669452,22501,dbt2,4105,,10,postgres,psql,::1,,48234,2023-05-02 07:19:37.660251-07,2023-05-02 07:19:37.671975-07,2023-05-02 07:19:37.671975-07,2023-05-02 07:19:37.671976-07,,,active,,34268470,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_all_indexes a, pg_statio_all_indexes b
WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);",client backend
1683037177.669452,22501,dbt2,4106,,10,postgres,psql,::1,,48244,2023-05-02 07:19:37.667964-07,,,,,,,,,,"",client backend
1683037177.669452,,,2593,,,,"",,,,2023-05-02 07:00:48.612162-07,,,,Activity,BgWriterMain,,,,,"",background writer
1683037177.669452,,,2592,,,,"",,,,2023-05-02 07:00:48.611152-07,,,,Timeout,CheckpointWriteDelay,,,,,"",checkpointer
1683037177.669452,,,2594,,,,"",,,,2023-05-02 07:00:48.613192-07,,,,Activity,WalWriterMain,,,,,"",walwriter
1683037237.676382,,,2595,,,,"",,,,2023-05-02 07:00:48.61415-07,,,,Activity,AutoVacuumMain,,,,,"",autovacuum launcher
1683037237.676382,,,2597,,10,postgres,"",,,,2023-05-02 07:00:48.616454-07,,,,Activity,LogicalLauncherMain,,,,,"",logical replication launcher
1683037237.676382,22501,dbt2,3913,,10,postgres,dbt2-client,::1,,54592,2023-05-02 07:06:37.882225-07,2023-05-02 07:20:37.671511-07,2023-05-02 07:20:37.676109-07,2023-05-02 07:20:37.67611-07,LWLock,WALWrite,active,34293734,,,COMMIT,client backend
1683037237.676382,22501,dbt2,3914,,10,postgres,dbt2-client,::1,,54598,2023-05-02 07:06:37.886556-07,2023-05-02 07:20:37.666453-07,2023-05-02 07:20:37.679279-07,2023-05-02 07:20:37.67928-07,LWLock,WALWrite,active,34293733,,,COMMIT,client backend
1683037237.676382,22501,dbt2,3917,,10,postgres,dbt2-client,::1,,54618,2023-05-02 07:06:37.887757-07,2023-05-02 07:20:37.679752-07,2023-05-02 07:20:37.680333-07,2023-05-02 07:20:37.680334-07,IO,WALSync,active,34293735,,,COMMIT,client backend
1683037237.676382,22501,dbt2,3916,,10,postgres,dbt2-client,::1,,54612,2023-05-02 07:06:37.885513-07,2023-05-02 07:20:37.679755-07,2023-05-02 07:20:37.679832-07,2023-05-02 07:20:37.679833-07,,,active,,34293733,,"SELECT * FROM new_order($1, $2, $3, $4, $5, ($6, $7, $8), ($9, $10, $11), ($12, $13, $14), ($15, $16, $17), ($18, $19, $20), ($21, $22, $23), ($24, $25, $26), ($27, $28, $29), ($30, $31, $32), ($33, $34, $35), ($36, $37, $38), ($39, $40, $41), ($42, $43, $44), ($45, $46, $47), ($48, $49, $50))",client backend
1683037237.676382,22501,dbt2,4119,,10,postgres,psql,::1,,39274,2023-05-02 07:20:37.657797-07,2023-05-02 07:20:37.668253-07,2023-05-02 07:20:37.668253-07,2023-05-02 07:20:37.668254-07,,,active,,34293730,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_database) TO STDOUT (FORMAT CSV);",client backend
1683037237.676382,22501,dbt2,4118,,10,postgres,psql,::1,,39270,2023-05-02 07:20:37.666972-07,2023-05-02 07:20:37.676382-07,2023-05-02 07:20:37.676382-07,2023-05-02 07:20:37.676383-07,,,active,,34293731,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",client backend
1683037237.676382,,,2593,,,,"",,,,2023-05-02 07:00:48.612162-07,,,,Activity,BgWriterMain,,,,,"",background writer
1683037237.676382,,,2592,,,,"",,,,2023-05-02 07:00:48.611152-07,,,,Timeout,CheckpointWriteDelay,,,,,"",checkpointer
1683037237.676382,,,2594,,,,"",,,,2023-05-02 07:00:48.613192-07,,,,Activity,WalWriterMain,,,,,"",walwriter
1683037297.753799,,,2595,,,,"",,,,2023-05-02 07:00:48.61415-07,,,,Activity,AutoVacuumMain,,,,,"",autovacuum launcher
1683037297.753799,,,2597,,10,postgres,"",,,,2023-05-02 07:00:48.616454-07,,,,Activity,LogicalLauncherMain,,,,,"",logical replication launcher
1683037297.753799,22501,dbt2,3913,,10,postgres,dbt2-client,::1,,54592,2023-05-02 07:06:37.882225-07,2023-05-02 07:21:37.748495-07,2023-05-02 07:21:37.757376-07,2023-05-02 07:21:37.757784-07,Client,ClientRead,idle in transaction,34318636,34318633,,"SELECT * FROM payment($1, $2, $3, $4, $5, $6, $7)",client backend
1683037297.753799,22501,dbt2,3914,,10,postgres,dbt2-client,::1,,54598,2023-05-02 07:06:37.886556-07,2023-05-02 07:21:37.73175-07,2023-05-02 07:21:37.732242-07,2023-05-02 07:21:37.732243-07,Lock,transactionid,active,34318633,34318627,,"SELECT * FROM payment($1, $2, $3, $4, $5, $6, $7)",client backend
1683037297.753799,22501,dbt2,3917,,10,postgres,dbt2-client,::1,,54618,2023-05-02 07:06:37.887757-07,2023-05-02 07:21:37.743124-07,2023-05-02 07:21:37.744265-07,2023-05-02 07:21:37.744266-07,LWLock,WALWrite,active,34318635,,,COMMIT,client backend
1683037297.753799,22501,dbt2,3916,,10,postgres,dbt2-client,::1,,54612,2023-05-02 07:06:37.885513-07,,2023-05-02 07:21:37.740813-07,2023-05-02 07:21:37.749857-07,Client,ClientRead,idle,,,,COMMIT,client backend
1683037297.753799,22501,dbt2,4133,,10,postgres,psql,::1,,60704,2023-05-02 07:21:37.718855-07,2023-05-02 07:21:37.748773-07,2023-05-02 07:21:37.748773-07,2023-05-02 07:21:37.748774-07,,,active,,34318630,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_statio_all_tables a, pg_stat_all_tables b
WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);",client backend
1683037297.753799,22501,dbt2,4131,,10,postgres,psql,::1,,60676,2023-05-02 07:21:37.711365-07,2023-05-02 07:21:37.721449-07,2023-05-02 07:21:37.721449-07,2023-05-02 07:21:37.721451-07,,,active,,34318626,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_all_indexes a, pg_statio_all_indexes b
WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);",client backend
1683037297.753799,22501,dbt2,4130,,10,postgres,psql,::1,,60672,2023-05-02 07:21:37.712922-07,2023-05-02 07:21:37.753799-07,2023-05-02 07:21:37.753799-07,2023-05-02 07:21:37.753801-07,,,active,,34318633,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",client backend
1683037297.753799,,,2593,,,,"",,,,2023-05-02 07:00:48.612162-07,,,,Activity,BgWriterMain,,,,,"",background writer
1683037297.753799,,,2592,,,,"",,,,2023-05-02 07:00:48.611152-07,,,,Timeout,CheckpointWriteDelay,,,,,"",checkpointer
1683037297.753799,,,2594,,,,"",,,,2023-05-02 07:00:48.613192-07,,,,Activity,WalWriterMain,,,,,"",walwriter
1683037357.701274,,,2595,,,,"",,,,2023-05-02 07:00:48.61415-07,,,,Activity,AutoVacuumMain,,,,,"",autovacuum launcher
1683037357.701274,,,2597,,10,postgres,"",,,,2023-05-02 07:00:48.616454-07,,,,Activity,LogicalLauncherMain,,,,,"",logical replication launcher
1683037357.701274,22501,dbt2,3913,,10,postgres,dbt2-client,::1,,54592,2023-05-02 07:06:37.882225-07,,2023-05-02 07:22:37.696936-07,2023-05-02 07:22:37.701014-07,Client,ClientRead,idle,,,,COMMIT,client backend
1683037357.701274,22501,dbt2,3914,,10,postgres,dbt2-client,::1,,54598,2023-05-02 07:06:37.886556-07,2023-05-02 07:22:37.704504-07,2023-05-02 07:22:37.705106-07,2023-05-02 07:22:37.705107-07,IO,WALSync,active,34343596,,,COMMIT,client backend
1683037357.701274,22501,dbt2,3917,,10,postgres,dbt2-client,::1,,54618,2023-05-02 07:06:37.887757-07,2023-05-02 07:22:37.704527-07,2023-05-02 07:22:37.705115-07,2023-05-02 07:22:37.705115-07,LWLock,WALWrite,active,34343597,,,COMMIT,client backend
1683037357.701274,22501,dbt2,3916,,10,postgres,dbt2-client,::1,,54612,2023-05-02 07:06:37.885513-07,,2023-05-02 07:22:37.697799-07,2023-05-02 07:22:37.704335-07,Client,ClientRead,idle,,,,COMMIT,client backend
1683037357.701274,22501,dbt2,4146,,10,postgres,psql,::1,,54904,2023-05-02 07:22:37.683864-07,2023-05-02 07:22:37.701274-07,2023-05-02 07:22:37.701274-07,2023-05-02 07:22:37.701277-07,,,active,,34343592,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",client backend
1683037357.701274,,,2593,,,,"",,,,2023-05-02 07:00:48.612162-07,,,,Activity,BgWriterMain,,,,,"",background writer
1683037357.701274,,,2592,,,,"",,,,2023-05-02 07:00:48.611152-07,,,,Timeout,CheckpointWriteDelay,,,,,"",checkpointer
1683037357.701274,,,2594,,,,"",,,,2023-05-02 07:00:48.613192-07,,,,Activity,WalWriterMain,,,,,"",walwriter
1683037417.774777,,,2595,,,,"",,,,2023-05-02 07:00:48.61415-07,,,,Activity,AutoVacuumMain,,,,,"",autovacuum launcher
1683037417.774777,,,2597,,10,postgres,"",,,,2023-05-02 07:00:48.616454-07,,,,Activity,LogicalLauncherMain,,,,,"",logical replication launcher
1683037417.774777,22501,dbt2,3913,,10,postgres,dbt2-client,::1,,54592,2023-05-02 07:06:37.882225-07,2023-05-02 07:23:37.772066-07,2023-05-02 07:23:37.775038-07,2023-05-02 07:23:37.775038-07,IO,WALSync,active,34368609,,,COMMIT,client backend
1683037417.774777,22501,dbt2,3914,,10,postgres,dbt2-client,::1,,54598,2023-05-02 07:06:37.886556-07,2023-05-02 07:23:37.767967-07,2023-05-02 07:23:37.775-07,2023-05-02 07:23:37.775001-07,LWLock,WALWrite,active,34368608,,,COMMIT,client backend
1683037417.774777,22501,dbt2,3917,,10,postgres,dbt2-client,::1,,54618,2023-05-02 07:06:37.887757-07,2023-05-02 07:23:37.774118-07,2023-05-02 07:23:37.780958-07,2023-05-02 07:23:37.780959-07,LWLock,WALWrite,active,34368610,,,COMMIT,client backend
1683037417.774777,22501,dbt2,3916,,10,postgres,dbt2-client,::1,,54612,2023-05-02 07:06:37.885513-07,2023-05-02 07:23:37.778471-07,2023-05-02 07:23:37.778882-07,2023-05-02 07:23:37.778883-07,Lock,transactionid,active,34368611,34368608,,"SELECT * FROM new_order($1, $2, $3, $4, $5, ($6, $7, $8), ($9, $10, $11), ($12, $13, $14), ($15, $16, $17), ($18, $19, $20), ($21, $22, $23), ($24, $25, $26), ($27, $28, $29), ($30, $31, $32), ($33, $34, $35), ($36, $37, $38), ($39, $40, $41), ($42, $43, $44), ($45, $46, $47), ($48, $49, $50))",client backend
1683037417.774777,22501,dbt2,4160,,10,postgres,psql,::1,,45282,2023-05-02 07:23:37.694873-07,2023-05-02 07:23:37.774777-07,2023-05-02 07:23:37.774777-07,2023-05-02 07:23:37.774778-07,,,active,,34368604,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",client backend
1683037417.774777,,,2593,,,,"",,,,2023-05-02 07:00:48.612162-07,,,,Activity,BgWriterMain,,,,,"",background writer
1683037417.774777,,,2592,,,,"",,,,2023-05-02 07:00:48.611152-07,,,,Activity,CheckpointerMain,,,,,"",checkpointer
1683037417.774777,,,2594,,,,"",,,,2023-05-02 07:00:48.613192-07,,,,Activity,WalWriterMain,,,,,"",walwriter
1683037477.741116,,,2595,,,,"",,,,2023-05-02 07:00:48.61415-07,,,,Activity,AutoVacuumMain,,,,,"",autovacuum launcher
1683037477.741116,,,2597,,10,postgres,"",,,,2023-05-02 07:00:48.616454-07,,,,Activity,LogicalLauncherMain,,,,,"",logical replication launcher
1683037477.741116,22501,dbt2,3913,,10,postgres,dbt2-client,::1,,54592,2023-05-02 07:06:37.882225-07,2023-05-02 07:24:37.736774-07,2023-05-02 07:24:37.740922-07,2023-05-02 07:24:37.740923-07,LWLock,WALWrite,active,34392649,,,COMMIT,client backend
1683037477.741116,22501,dbt2,3914,,10,postgres,dbt2-client,::1,,54598,2023-05-02 07:06:37.886556-07,2023-05-02 07:24:37.74187-07,2023-05-02 07:24:37.742141-07,2023-05-02 07:24:37.742141-07,,,active,34392650,34392645,,"SELECT * FROM new_order($1, $2, $3, $4, $5, ($6, $7, $8), ($9, $10, $11), ($12, $13, $14), ($15, $16, $17), ($18, $19, $20), ($21, $22, $23), ($24, $25, $26), ($27, $28, $29), ($30, $31, $32), ($33, $34, $35), ($36, $37, $38), ($39, $40, $41), ($42, $43, $44), ($45, $46, $47), ($48, $49, $50))",client backend
1683037477.741116,22501,dbt2,3917,,10,postgres,dbt2-client,::1,,54618,2023-05-02 07:06:37.887757-07,2023-05-02 07:24:37.731096-07,2023-05-02 07:24:37.738272-07,2023-05-02 07:24:37.738273-07,IO,WALSync,active,34392645,,,COMMIT,client backend
1683037477.741116,22501,dbt2,3916,,10,postgres,dbt2-client,::1,,54612,2023-05-02 07:06:37.885513-07,2023-05-02 07:24:37.736771-07,2023-05-02 07:24:37.74098-07,2023-05-02 07:24:37.740981-07,LWLock,WALWrite,active,34392648,,,COMMIT,client backend
1683037477.741116,22501,dbt2,4172,,10,postgres,psql,::1,,53768,2023-05-02 07:24:37.686249-07,2023-05-02 07:24:37.741116-07,2023-05-02 07:24:37.741116-07,2023-05-02 07:24:37.741117-07,,,active,,34392645,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",client backend
1683037477.741116,,,2593,,,,"",,,,2023-05-02 07:00:48.612162-07,,,,Activity,BgWriterMain,,,,,"",background writer
1683037477.741116,,,2592,,,,"",,,,2023-05-02 07:00:48.611152-07,,,,Timeout,CheckpointWriteDelay,,,,,"",checkpointer
1683037477.741116,,,2594,,,,"",,,,2023-05-02 07:00:48.613192-07,,,,Activity,WalWriterMain,,,,,"",walwriter
1683037537.758161,,,2595,,,,"",,,,2023-05-02 07:00:48.61415-07,,,,Activity,AutoVacuumMain,,,,,"",autovacuum launcher
1683037537.758161,,,2597,,10,postgres,"",,,,2023-05-02 07:00:48.616454-07,,,,Activity,LogicalLauncherMain,,,,,"",logical replication launcher
1683037537.758161,22501,dbt2,3913,,10,postgres,dbt2-client,::1,,54592,2023-05-02 07:06:37.882225-07,2023-05-02 07:25:37.739193-07,2023-05-02 07:25:37.761181-07,2023-05-02 07:25:37.761181-07,,,active,,34417906,,"SELECT * FROM new_order($1, $2, $3, $4, $5, ($6, $7, $8), ($9, $10, $11), ($12, $13, $14), ($15, $16, $17), ($18, $19, $20), ($21, $22, $23), ($24, $25, $26), ($27, $28, $29), ($30, $31, $32), ($33, $34, $35), ($36, $37, $38), ($39, $40, $41), ($42, $43, $44), ($45, $46, $47), ($48, $49, $50))",client backend
1683037537.758161,22501,dbt2,3914,,10,postgres,dbt2-client,::1,,54598,2023-05-02 07:06:37.886556-07,2023-05-02 07:25:37.746364-07,2023-05-02 07:25:37.754869-07,2023-05-02 07:25:37.75965-07,Client,ClientRead,idle in transaction,34417908,34417906,,"SELECT * FROM new_order($1, $2, $3, $4, $5, ($6, $7, $8), ($9, $10, $11), ($12, $13, $14), ($15, $16, $17), ($18, $19, $20), ($21, $22, $23), ($24, $25, $26), ($27, $28, $29), ($30, $31, $32), ($33, $34, $35), ($36, $37, $38), ($39, $40, $41), ($42, $43, $44), ($45, $46, $47), ($48, $49, $50))",client backend
1683037537.758161,22501,dbt2,3917,,10,postgres,dbt2-client,::1,,54618,2023-05-02 07:06:37.887757-07,2023-05-02 07:25:37.743326-07,2023-05-02 07:25:37.745422-07,2023-05-02 07:25:37.745423-07,LWLock,WALWrite,active,34417907,,,COMMIT,client backend
1683037537.758161,22501,dbt2,3916,,10,postgres,dbt2-client,::1,,54612,2023-05-02 07:06:37.885513-07,2023-05-02 07:25:37.739009-07,2023-05-02 07:25:37.745305-07,2023-05-02 07:25:37.745306-07,IO,WALSync,active,34417906,,,COMMIT,client backend
1683037537.758161,22501,dbt2,4187,,10,postgres,psql,::1,,48322,2023-05-02 07:25:37.711306-07,,,2023-05-02 07:25:37.757896-07,Client,ClientRead,idle,,,,"",client backend
1683037537.758161,22501,dbt2,4189,,10,postgres,psql,::1,,48352,2023-05-02 07:25:37.708887-07,2023-05-02 07:25:37.758161-07,2023-05-02 07:25:37.758161-07,2023-05-02 07:25:37.758162-07,,,active,,34417906,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",client backend
1683037537.758161,,,2593,,,,"",,,,2023-05-02 07:00:48.612162-07,,,,IO,DataFileFlush,,,,,"",background writer
1683037537.758161,,,2592,,,,"",,,,2023-05-02 07:00:48.611152-07,,,,Timeout,CheckpointWriteDelay,,,,,"",checkpointer
1683037537.758161,,,2594,,,,"",,,,2023-05-02 07:00:48.613192-07,,,,Activity,WalWriterMain,,,,,"",walwriter
1683037597.780538,,,2595,,,,"",,,,2023-05-02 07:00:48.61415-07,,,,Activity,AutoVacuumMain,,,,,"",autovacuum launcher
1683037597.780538,,,2597,,10,postgres,"",,,,2023-05-02 07:00:48.616454-07,,,,Activity,LogicalLauncherMain,,,,,"",logical replication launcher
1683037597.780538,22501,dbt2,3913,,10,postgres,dbt2-client,::1,,54592,2023-05-02 07:06:37.882225-07,2023-05-02 07:26:37.781293-07,2023-05-02 07:26:37.7825-07,2023-05-02 07:26:37.782501-07,LWLock,WALWrite,active,34442478,,,COMMIT,client backend
1683037597.780538,22501,dbt2,3914,,10,postgres,dbt2-client,::1,,54598,2023-05-02 07:06:37.886556-07,2023-05-02 07:26:37.780291-07,2023-05-02 07:26:37.780923-07,2023-05-02 07:26:37.780923-07,LWLock,WALWrite,active,34442477,,,COMMIT,client backend
